HITId,rater,AssignmentId,WorkerId,Input.query,Input.baselineQuery,Input.nlQuery,Input.resultSet,plausibility,typicality,human_like_quality,complexity
32CXT5U15THUNYUDJ46AL7ER6IZU8L,C,3NLZY2D5333ZXW58MN0B4VYXF0FQL1,A2SKXTO9G6BLUR,"SELECT t.""title_name_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""title_genre"" as tg
ON t.""title_id"" = tg.""title_id""
INNER JOIN imdb2.""genre"" as g
ON tg.""genre_id"" = g.""genre_id""
WHERE y.""year_id"" < '404' OR t.""vote_amount"" IS NULL OR t.""title_name_id"" <= '5380692' AND tg.""genre_id"" >= '8'
ORDER BY tg.""title_id"" DESC;","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and title_genre and the intersection that contains the corresponding entries of the tables title_genre and genre. Return the column title_name_id. Only return the data for which year_id is smaller than '404', vote_amount undefined, title_name_id is smaller or equal than '5380692', genre_id is greater or equal than '8' is true.   Sort the result descending by title_id.","Find the title-name-ids for all persons and the titles they were involved with - the year-id is smaller than '404', the number of votes is undefined, the title-name-id is smaller or the same as '5380692', the genre-id is greater or the same as '8'. Sort the result by the title-id in descending order.","[{'title_name_id': 3004133}, {'title_name_id': 1278626}, {'title_name_id': 918443}, {'title_name_id': 918443}, {'title_name_id': 1410471}, {'title_name_id': 1410471}, {'title_name_id': 1410471}, {'title_name_id': 1410471}, {'title_name_id': 1410471}, {'title_name_id': 1410471}]",1.0,1.0,0.0,1
3MXX6RQ9F8JGCSZFQFH3UPBNWFC4PT,A,3IQ1VMJRY7YC9EXI8U0Z9MSXBN1A94,A2LBZO2W2YCLHY,"SELECT t.""release_date_id"", t.""runtime_minutes"", p.""name_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE pr.""profession_id"" <> '37' OR p.""person_id"" <> '2102681' AND y.""year_id"" BETWEEN '120' AND '175';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns release_date_id, runtime_minutes and name_id. Only return the data for which profession_id doesn't equal '37', person_id doesn't equal '2102681', year_id is is between 120 and 175 is true.   ","Find the release year IDs, the runtime, and the name IDs for all titles and the persons that were involved with them - the profession ID is not '37', the person ID is not '2102681', and the year ID is between 120 and 175.","[{'release_date_id': 363, 'runtime_minutes': 101, 'name_id': 7644496}, {'release_date_id': 115, 'runtime_minutes': 102, 'name_id': 7644496}, {'release_date_id': 596, 'runtime_minutes': 98, 'name_id': 7644496}, {'release_date_id': 345, 'runtime_minutes': 102, 'name_id': 7644496}, {'release_date_id': 286, 'runtime_minutes': 103, 'name_id': 7644496}, {'release_date_id': 383, 'runtime_minutes': 103, 'name_id': 7644496}, {'release_date_id': 55, 'runtime_minutes': 90, 'name_id': 7644496}, {'release_date_id': 399, 'runtime_minutes': 93, 'name_id': 7644496}, {'release_date_id': 436, 'runtime_minutes': 91, 'name_id': 7644496}, {'release_date_id': 437, 'runtime_minutes': 124, 'name_id': 7644496}]",0.0,0.0,0.0,1
3MXX6RQ9F8JGCSZFQFH3UPBNWFC4PT,B,32UTUBMZ7UAFPVFDH95RWF10KX4VBZ,A3KZEYTTT28553,"SELECT t.""release_date_id"", t.""runtime_minutes"", p.""name_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE pr.""profession_id"" <> '37' OR p.""person_id"" <> '2102681' AND y.""year_id"" BETWEEN '120' AND '175';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns release_date_id, runtime_minutes and name_id. Only return the data for which profession_id doesn't equal '37', person_id doesn't equal '2102681', year_id is is between 120 and 175 is true.   ","Find the release year IDs, the runtime, and the name IDs for all titles and the persons that were involved with them - the profession ID is not '37', the person ID is not '2102681', and the year ID is between 120 and 175.","[{'release_date_id': 363, 'runtime_minutes': 101, 'name_id': 7644496}, {'release_date_id': 115, 'runtime_minutes': 102, 'name_id': 7644496}, {'release_date_id': 596, 'runtime_minutes': 98, 'name_id': 7644496}, {'release_date_id': 345, 'runtime_minutes': 102, 'name_id': 7644496}, {'release_date_id': 286, 'runtime_minutes': 103, 'name_id': 7644496}, {'release_date_id': 383, 'runtime_minutes': 103, 'name_id': 7644496}, {'release_date_id': 55, 'runtime_minutes': 90, 'name_id': 7644496}, {'release_date_id': 399, 'runtime_minutes': 93, 'name_id': 7644496}, {'release_date_id': 436, 'runtime_minutes': 91, 'name_id': 7644496}, {'release_date_id': 437, 'runtime_minutes': 124, 'name_id': 7644496}]",1.0,1.0,0.0,10
3MXX6RQ9F8JGCSZFQFH3UPBNWFC4PT,C,3B2X28YI3ATUA50CG1XJKNL134D6BJ,AOPA6R7JGGLOS,"SELECT t.""release_date_id"", t.""runtime_minutes"", p.""name_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE pr.""profession_id"" <> '37' OR p.""person_id"" <> '2102681' AND y.""year_id"" BETWEEN '120' AND '175';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns release_date_id, runtime_minutes and name_id. Only return the data for which profession_id doesn't equal '37', person_id doesn't equal '2102681', year_id is is between 120 and 175 is true.   ","Find the release year IDs, the runtime, and the name IDs for all titles and the persons that were involved with them - the profession ID is not '37', the person ID is not '2102681', and the year ID is between 120 and 175.","[{'release_date_id': 363, 'runtime_minutes': 101, 'name_id': 7644496}, {'release_date_id': 115, 'runtime_minutes': 102, 'name_id': 7644496}, {'release_date_id': 596, 'runtime_minutes': 98, 'name_id': 7644496}, {'release_date_id': 345, 'runtime_minutes': 102, 'name_id': 7644496}, {'release_date_id': 286, 'runtime_minutes': 103, 'name_id': 7644496}, {'release_date_id': 383, 'runtime_minutes': 103, 'name_id': 7644496}, {'release_date_id': 55, 'runtime_minutes': 90, 'name_id': 7644496}, {'release_date_id': 399, 'runtime_minutes': 93, 'name_id': 7644496}, {'release_date_id': 436, 'runtime_minutes': 91, 'name_id': 7644496}, {'release_date_id': 437, 'runtime_minutes': 124, 'name_id': 7644496}]",2.0,1.0,0.0,7
3DFYDSXB39EJ7FQWA831AXN5MTTUJ5,A,3H8DHMCCWNPUOHJLW1IQPWEJ7KADK3,A15ZR3830X5Q12,"SELECT t.""is_adult"", t.""release_date_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""title_genre"" as tg
ON t.""title_id"" = tg.""title_id""
INNER JOIN imdb2.""genre"" as g
ON tg.""genre_id"" = g.""genre_id""
WHERE t.""title_id"" <= '392550' AND tg.""genre_id"" BETWEEN '14' AND '22';","Form the intersection that contains the corresponding entries of the tables title and title_genre and the intersection that contains the corresponding entries of the tables title_genre and genre. Return the columns is_adult and release_date_id. Only return the data for which title_id is smaller or equal than '392550', genre_id is is between 14 and 22 is true.   ","Find whether the titles are rated adult or not and the release year IDs for all titles if the title-ID is smaller or the same as '392550', and the genre-ID is between 14 and 22.","[{'is_adult': False, 'release_date_id': 535}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 28}, {'is_adult': False, 'release_date_id': 28}, {'is_adult': False, 'release_date_id': 535}]",0.0,1.0,0.0,4
3DFYDSXB39EJ7FQWA831AXN5MTTUJ5,B,39U1BHVTDZ5V987BXLQ6DEF3ZKC3T1,A2F14UKU27EW01,"SELECT t.""is_adult"", t.""release_date_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""title_genre"" as tg
ON t.""title_id"" = tg.""title_id""
INNER JOIN imdb2.""genre"" as g
ON tg.""genre_id"" = g.""genre_id""
WHERE t.""title_id"" <= '392550' AND tg.""genre_id"" BETWEEN '14' AND '22';","Form the intersection that contains the corresponding entries of the tables title and title_genre and the intersection that contains the corresponding entries of the tables title_genre and genre. Return the columns is_adult and release_date_id. Only return the data for which title_id is smaller or equal than '392550', genre_id is is between 14 and 22 is true.   ","Find whether the titles are rated adult or not and the release year IDs for all titles if the title-ID is smaller or the same as '392550', and the genre-ID is between 14 and 22.","[{'is_adult': False, 'release_date_id': 535}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 28}, {'is_adult': False, 'release_date_id': 28}, {'is_adult': False, 'release_date_id': 535}]",2.0,1.0,1.0,8
3DFYDSXB39EJ7FQWA831AXN5MTTUJ5,C,3FTYUGLFS8ZR6YYIPEEKN7V1AUFD5I,AWUGKM0BH6EN7,"SELECT t.""is_adult"", t.""release_date_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""title_genre"" as tg
ON t.""title_id"" = tg.""title_id""
INNER JOIN imdb2.""genre"" as g
ON tg.""genre_id"" = g.""genre_id""
WHERE t.""title_id"" <= '392550' AND tg.""genre_id"" BETWEEN '14' AND '22';","Form the intersection that contains the corresponding entries of the tables title and title_genre and the intersection that contains the corresponding entries of the tables title_genre and genre. Return the columns is_adult and release_date_id. Only return the data for which title_id is smaller or equal than '392550', genre_id is is between 14 and 22 is true.   ","Find whether the titles are rated adult or not and the release year IDs for all titles if the title-ID is smaller or the same as '392550', and the genre-ID is between 14 and 22.","[{'is_adult': False, 'release_date_id': 535}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 173}, {'is_adult': False, 'release_date_id': 28}, {'is_adult': False, 'release_date_id': 28}, {'is_adult': False, 'release_date_id': 535}]",2.0,2.0,1.0,8
3SMIWMMK7EJ5DZQVH7MGZNHDOP2WU2,A,3WLEIWSYH2VGJHKXTRVCGL7NICH2HF,A1QJYCAAUEYSCY,"SELECT t.""title_name_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""title_name"" as tn
ON t.""title_name_id"" = tn.""title_name_id""
WHERE p.""birthyear_id"" BETWEEN '461' AND '579' AND p.""person_id"" < '2102388' OR tn.""title_name_id"" <= '363';","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and title_name. Return the column title_name_id. Only return the data for which birthyear_id is is between 461 and 579, person_id is smaller than '2102388', title_name_id is smaller or equal than '363' is true.   ","Find the title-name-ids for all persons and the titles they were involved with - the birthyear-id is between 461 and 579, the person-id is smaller than '2102388', and the title-name-id is smaller than or equal to '363'.","[{'title_name_id': 5447455}, {'title_name_id': 2096816}, {'title_name_id': 6124474}, {'title_name_id': 4352053}, {'title_name_id': 1793274}, {'title_name_id': 2076345}, {'title_name_id': 4784463}, {'title_name_id': 5497190}, {'title_name_id': 5996033}, {'title_name_id': 1196372}]",2.0,-1.0,1.0,7
3SMIWMMK7EJ5DZQVH7MGZNHDOP2WU2,B,3UJ1CZ6IZV3X8NH0M499I6H1BXOS5Q,A22POD7YX643W3,"SELECT t.""title_name_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""title_name"" as tn
ON t.""title_name_id"" = tn.""title_name_id""
WHERE p.""birthyear_id"" BETWEEN '461' AND '579' AND p.""person_id"" < '2102388' OR tn.""title_name_id"" <= '363';","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and title_name. Return the column title_name_id. Only return the data for which birthyear_id is is between 461 and 579, person_id is smaller than '2102388', title_name_id is smaller or equal than '363' is true.   ","Find the title-name-ids for all persons and the titles they were involved with - the birthyear-id is between 461 and 579, the person-id is smaller than '2102388', and the title-name-id is smaller than or equal to '363'.","[{'title_name_id': 5447455}, {'title_name_id': 2096816}, {'title_name_id': 6124474}, {'title_name_id': 4352053}, {'title_name_id': 1793274}, {'title_name_id': 2076345}, {'title_name_id': 4784463}, {'title_name_id': 5497190}, {'title_name_id': 5996033}, {'title_name_id': 1196372}]",0.0,0.0,0.0,8
3SMIWMMK7EJ5DZQVH7MGZNHDOP2WU2,C,3U84XHCDIQRCDGZE3RK7978QYGU4Z3,A36BHH4VWTOAIH,"SELECT t.""title_name_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""title_name"" as tn
ON t.""title_name_id"" = tn.""title_name_id""
WHERE p.""birthyear_id"" BETWEEN '461' AND '579' AND p.""person_id"" < '2102388' OR tn.""title_name_id"" <= '363';","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and title_name. Return the column title_name_id. Only return the data for which birthyear_id is is between 461 and 579, person_id is smaller than '2102388', title_name_id is smaller or equal than '363' is true.   ","Find the title-name-ids for all persons and the titles they were involved with - the birthyear-id is between 461 and 579, the person-id is smaller than '2102388', and the title-name-id is smaller than or equal to '363'.","[{'title_name_id': 5447455}, {'title_name_id': 2096816}, {'title_name_id': 6124474}, {'title_name_id': 4352053}, {'title_name_id': 1793274}, {'title_name_id': 2076345}, {'title_name_id': 4784463}, {'title_name_id': 5497190}, {'title_name_id': 5996033}, {'title_name_id': 1196372}]",2.0,2.0,1.0,10
3PR3LXCWTSDMI77IT1NB5A86K6YX95,A,37FMASSAYQ5A3PVDI268HQB6CV9IBQ,A1WJUAJUSFUQYR,"SELECT p.""person_id"", t.""is_adult"", t.""vote_amount"", t.""title_name_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
WHERE p.""person_id"" >= '10884239' OR p.""birthyear_id"" > '269' OR t.""average_rating"" BETWEEN '5.3' AND '8.9' AND t.""title_id"" >= '392646' OR t.""release_date_id"" < '314';","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns person_id, is_adult, vote_amount and title_name_id. Only return the data for which person_id is greater or equal than '10884239', birthyear_id is greater than '269', average_rating is is between 5.3 and 8.9, title_id is greater or equal than '392646', release_date_id is smaller than '314' is true.   ","Find the person-ids, whether the titles are rated adult or not, the number of votes, and the title-name-ids for all persons and the titles they were involved with - the person-id is greater than or equal to '10884239', the birthyear-id is larger than '269', the average rating is between 5.3 and 8.9, the title-id is greater than or equal to '392646', and the release year id is smaller than '314'.","[{'person_id': 1088437, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 10885120, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 10896022, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1089853, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1091023, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1091072, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1093882, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097189, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097307, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097784, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}]",1.0,0.0,1.0,8
3PR3LXCWTSDMI77IT1NB5A86K6YX95,B,3WRFBPLXRO2XEV2R0P4U4F9BA2Q3N0,A2Z4BPD47W08AI,"SELECT p.""person_id"", t.""is_adult"", t.""vote_amount"", t.""title_name_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
WHERE p.""person_id"" >= '10884239' OR p.""birthyear_id"" > '269' OR t.""average_rating"" BETWEEN '5.3' AND '8.9' AND t.""title_id"" >= '392646' OR t.""release_date_id"" < '314';","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns person_id, is_adult, vote_amount and title_name_id. Only return the data for which person_id is greater or equal than '10884239', birthyear_id is greater than '269', average_rating is is between 5.3 and 8.9, title_id is greater or equal than '392646', release_date_id is smaller than '314' is true.   ","Find the person-ids, whether the titles are rated adult or not, the number of votes, and the title-name-ids for all persons and the titles they were involved with - the person-id is greater than or equal to '10884239', the birthyear-id is larger than '269', the average rating is between 5.3 and 8.9, the title-id is greater than or equal to '392646', and the release year id is smaller than '314'.","[{'person_id': 1088437, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 10885120, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 10896022, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1089853, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1091023, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1091072, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1093882, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097189, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097307, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097784, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}]",1.0,1.0,1.0,8
3PR3LXCWTSDMI77IT1NB5A86K6YX95,C,3U84XHCDIQRCDGZE3RK7978QYHG4ZR,A3JC2U73PMAKV3,"SELECT p.""person_id"", t.""is_adult"", t.""vote_amount"", t.""title_name_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
WHERE p.""person_id"" >= '10884239' OR p.""birthyear_id"" > '269' OR t.""average_rating"" BETWEEN '5.3' AND '8.9' AND t.""title_id"" >= '392646' OR t.""release_date_id"" < '314';","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns person_id, is_adult, vote_amount and title_name_id. Only return the data for which person_id is greater or equal than '10884239', birthyear_id is greater than '269', average_rating is is between 5.3 and 8.9, title_id is greater or equal than '392646', release_date_id is smaller than '314' is true.   ","Find the person-ids, whether the titles are rated adult or not, the number of votes, and the title-name-ids for all persons and the titles they were involved with - the person-id is greater than or equal to '10884239', the birthyear-id is larger than '269', the average rating is between 5.3 and 8.9, the title-id is greater than or equal to '392646', and the release year id is smaller than '314'.","[{'person_id': 1088437, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 10885120, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 10896022, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1089853, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1091023, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1091072, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1093882, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097189, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097307, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}, {'person_id': 1097784, 'is_adult': False, 'vote_amount': None, 'title_name_id': 5374374}]",1.0,1.0,0.0,1
3MVY4USGCJ17XREM3LN1JVQHOHJSIB,A,34MAJL3QPI1BSNSLIKPY563BJLV345,A2PZ7CNBB7949S,"SELECT t.""release_date_id"", t.""runtime_minutes""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
WHERE t.""runtime_minutes"" <= '138'
ORDER BY t.""title_name_id"" DESC;",Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns release_date_id and runtime_minutes. Only return the data for which runtime_minutes is smaller or equal than '138' is true.   Sort the result descending by title_name_id.,Find the release year IDs and the runtime for all persons and the titles they were involved with if the runtime is smaller than or equal to '138'. Sort the result by the title-name-ID in descending order.,"[{'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}]",-1.0,0.0,1.0,7
3MVY4USGCJ17XREM3LN1JVQHOHJSIB,B,3SUWZRL0MCRSH8CWQSZ9LVRM61RE6S,A3OTRE8B8K9W16,"SELECT t.""release_date_id"", t.""runtime_minutes""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
WHERE t.""runtime_minutes"" <= '138'
ORDER BY t.""title_name_id"" DESC;",Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns release_date_id and runtime_minutes. Only return the data for which runtime_minutes is smaller or equal than '138' is true.   Sort the result descending by title_name_id.,Find the release year IDs and the runtime for all persons and the titles they were involved with if the runtime is smaller than or equal to '138'. Sort the result by the title-name-ID in descending order.,"[{'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}]",2.0,0.0,,6
3MVY4USGCJ17XREM3LN1JVQHOHJSIB,C,3E47SOBEY4ATDUNJW223SAHOUHLCI5,A6OFKIDN0B2ML,"SELECT t.""release_date_id"", t.""runtime_minutes""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
WHERE t.""runtime_minutes"" <= '138'
ORDER BY t.""title_name_id"" DESC;",Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns release_date_id and runtime_minutes. Only return the data for which runtime_minutes is smaller or equal than '138' is true.   Sort the result descending by title_name_id.,Find the release year IDs and the runtime for all persons and the titles they were involved with if the runtime is smaller than or equal to '138'. Sort the result by the title-name-ID in descending order.,"[{'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}, {'release_date_id': 86, 'runtime_minutes': 12}]",0.0,0.0,1.0,4
3SBX2M1TLQ11C40UQSWSUU1X1BY4QK,A,32Q90QCQ16ZZGNXLSWTAVEW47WAKE2,A1H8AO3Z2HY5DA,"SELECT t.""is_adult"", pp.""person_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
WHERE t.""vote_amount"" >= '75' AND p.""birthyear_id"" IS NOT NULL
ORDER BY pt.""person_id"" DESC;","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person. Return the columns is_adult and person_id. Only return the data for which vote_amount is greater or equal than '75', birthyear_id undefined is true.   Sort the result descending by person_id.","Find whether the titles are rated adult or not and the person-ids for all titles and the persons that were involved with them if the number of votes is greater than or equal to '75', the birthyear-id undefined. Sort the result by the person-id in descending order.","[{'is_adult': False, 'person_id': 4}, {'is_adult': False, 'person_id': 5}, {'is_adult': False, 'person_id': 19}, {'is_adult': False, 'person_id': 24}, {'is_adult': False, 'person_id': 27}, {'is_adult': False, 'person_id': 31}, {'is_adult': False, 'person_id': 32}, {'is_adult': False, 'person_id': 33}, {'is_adult': False, 'person_id': 36}, {'is_adult': False, 'person_id': 40}]",2.0,1.0,0.0,9
